Account,Token Account,Quantity,Percentage
C3PqbwfPGaRWDYoHxnXB7Z7MgRCXr45spoYDUey2of94,BxYK5Gj9PZn3R7CnqE6CbqiNKqvw2vBzrzBXWaagwYQr,8489.82,0.00
WtPoraTPwARh95syoAeB8sErwF3B1KwMjhiy8Zvaw3b,EoauvFudPMRJoLKY7jKY4obPEgwgrHhkkY6RPeh4CFDq,8467.07,0.00
4Yo6QDCpP9Hzk5H74zRUTCtPCt29zpqmJBvnoMeqSaag,47qibQsC6zCHpwyS6kCkYEaVN7EWkFVHPbLkKED2KWbk,8446.33,0.00
7Lq1xC8Pi3ED5p1Kh32Gh4fmijmTifPZZ8GmvKHfydtJ,2WpM5o8ZQs7BKdQoYcg1fbirz12KTpHtEbujfB6UZARa,8443.13,0.00
8DR5BFW4cgaJbxpuxWWonC285dWMWCmorGLuUsd7UuXw,FxAoAW7Z3yY76cczRBmR33jmM5oZqSL6LJwyRA2oqe8W,8430.33,0.00
J8EDsCWu4kmtby6erhZE5HTVHh3tY7h1zErwLAYA1fuS,6HwAJxZTMFkuKkGVamCrkx6PmLdPrRVRD1TsAE3fXxHC,8369.79,0.00
5vsakz5PjHkWtLo852cM1XVsgDFH3e4dzF541Nf3FTd5,ENMwqZT4w361vRXU8ekT6xikFQH4Z3LUXxdDGJnuZLHE,8285.54,0.00
3WvKfniAq1bCwCnCuAQmzvCCMyPP4syKspEdpjB1wCSL,6QarZuujQKpvMhZcJG185QwqjY3nqyoaCwMyPxdQBn25,8244.24,0.00
C2JbCL7Rg9waXKt63bnN6T6DAu4muADtFZzF2VedHCc3,Fiyd4j64qNiCKJH5kF9AT52U1qKhq4wPvApBUpRiaJ5T,8219.90,0.00
9tg1TVQQhnYrH3hzTsEA77pei2pSNuWTkZrS9VAFowm7,9XpwjDGbkcrhQ9TUkJbrhw1qwEZZTywm1TACZNv8w4KF,8207.88,0.00
6wMU2MJUUKgrQjtNtApwCixi9qyyvxu9BVLFTVWVW9oE,DQHi1TzNhetLRrpYXWGW8fYcvo5C9hsJKsAtRWmA1CvD,8184.45,0.00
cRoxZ44yR7LpckG5FgrfRAwQ5pDsri5N1aXX76AE7V9,65ZwwgtDHxo4CF5kn4NdP3RsgPDkngU27vnDeTnoNbFk,8179.97,0.00
BfC8h8hZL5CXrsioSLCHrKEGVs82g9tKYvRXCi9JXvq6,A8SpY699TtACPsJZzYmUtogYGheuBiydBRmVo8E4i5dC,8157.38,0.00
6Ki6TLMoYW42a2m5PzN4c4RpTjdQQnh5EjcTfCEE7AdK,4fcopxhoY389vohVNafe3Qv8PyGnMtGwYvUfZRpuCDPr,8141.63,0.00
7hPsnTQXs7mCbXzFR1XanabNjxE91ZjN3MqNz1Vfm1RW,7Yp5WHKX2sPhirGGYgD3pupZDJk1XZ3Ui1eJ23eT4qWT,8033.77,0.00
7Kts4ADgPK3FfPzKnBiXAJDmhi6CULMysmjz4bpru3k4,9uZhAR3yzfrRdwK1r9UDDXAHpFqeEpUjsapDnWhqLedb,8012.34,0.00
3G5zMvid92EM6L6osFm7F2ZTJfpWPfVuJtF4tJ9jvgmP,DQG8C4dt3BMoEMM52xSwCB1Yyyp6KfRsKPAbqrwc9RNd,8000.43,0.00
2dKC95dD9B6h5gPwc7wtzpx9S3yvxubiEo8ZEfJtkKW1,4jBVY2KtAhowuymhurUpPsdkQq6dCimvjU11iHBvdzPi,8000.39,0.00
6GJKXoRpLcy2u3XLXt7BHYkQ6K1CbH9rnrEK1AHAjSLp,5WRLXY3KJSyXmuRoJKTszyxbnsuDAXF1dY7LJk3tsB8p,7984.72,0.00
2YxQCXt9spMwoQZiwFLwdjHtscVvXi4nmxCkQCD6Rvgg,E7MJut2HZbWD335SNQrGQ4ZMFrekHs6mKDUVQYa5DvkH,7972.90,0.00
8jzKKU7rUnz5E98FqToUp9DHvHQvzhukoPvNa8thQJc1,9oCe3zLxqFtWLHFjeCrr7GkpcjXkhF7hVUvZBgR2ogLD,7893.83,0.00
DMbF89mpZKMCeDf4YpuNi2hZ1gDqX7xhhahoQ46mjViE,HMRMpqFnnqEAmXtsHtDrWnaASJeVse8eDdoyEGda9etJ,7870.02,0.00
7oQgnntSWrBKcSets7AsgJQedtbyNy9iZKmAhz2s6MoH,Egp4DdmNVPS1jwyNQTaEue68chPCKvnG1SpFpcTKMBsr,7825.49,0.00
5YGF12Z9yYuh38Qiwefm6wPqFXspGJrZq61zfrDzzGtt,HSmJ1wK79zJFcy8wPEkzigD7UGSyT3jMKUPKkPxhHGkH,7814.37,0.00
3nPJYgQ6Xk2HuZLs47vdfBA1J4Sx74yNQ3zYvMruMbqF,943RJ6Cj2f8ND1vMXFbDzpEYvdX12aLe5HUiA5rRQZ83,7800.44,0.00
2gmoe37fEC27rFgC7Av5M7s8AAvHx3AFTf3jp963jR2g,95uFQVFqucM8Dnx5LGZiQ4VBAWCE515tomN7KopuK7ic,7794.47,0.00
5E6QpRH9q6e2fboW231VEEzkth1DNEtB1CVcV4VvizDu,A9i1mZJx5j6wTVpzV7TpkvPUB34F6kcwjkz4zJLH7REA,7758.19,0.00
Gh1ssTTLD5ftLZnEyQ4ZNWr4eE3aSJbcRmWWjodUDfX5,9WvBUmiyHctCoBL8iE8uPJzyfzunK2SEnasaP21E49zH,7743.83,0.00
4Ri6Rd7zN6M6H8jF3vPc6MqnmFioVcPaizZt3crLVGXd,3tYmQxsHRMZ7hUPiatRvFJ8VHprSjZ1aqkfFVUTb3cwT,7737.22,0.00
D5jx4wmxuPz18hqmgpCMLGVq3uSksCafCp5xjVe1nw8p,ETViDefGHFkMDWRZBUAiuiNwiBKpcLgaaKkba4eVtVmw,7733.22,0.00
2Kr5MG6mkBXWUGXkYVJxmgSR5sLaFmkkHGEQDUujmNKS,GpbV4fQ6GJ4AsM3YisLPUa9G9zgsyrMbvN9reYfUTNQn,7724.18,0.00
fmQiAu4Ba2trcTXvZXqipjpMGEiJoUpaYkjCt3RUwgK,3RAfspnY3aedJF7un1fHLDj4PJk3vv8Qh4wjA56fGdAk,7696.36,0.00
HPHdia3G4cSVhmYmfStLurD1oKcuySBpf8y8SEksvcTM,5XoutsccuTCvdoLjxW7S6DuGnhVQYnip7upfmoR8g5ax,7640.18,0.00
FgMmZaMJz8b5PoeQ2dLF55VsAmafNZZVXh7uaN3A7RZr,3ALTNYYPmq4UdJnzAvFdEGKnh8QRdvs9162WKNRVDLUm,7552.20,0.00
5q1suUschnQ5ngPzYmp7wZvUCLSnFKcse5Z3JqsZaE3z,Dd7dX8AdsUJQz17dfQ36hxy4wrkjHHi9k4KsUoDGHvwD,7501.76,0.00
AcUzNSPraYbn9V4TRJNyGsBJELLFYT8U8acggzwFENKw,94E4QWQjBVQgasAnxdTosV7rooXQCvoFBD5ZdtBgVt3D,7500.26,0.00
9N7LKvU52S3h5y5yofHmLgspgxqqaKaCj3Pn4FWx35UH,4bKP91nyJz977aLmG9232fX6FzPywFzNwR2P2kq78o1n,7495.48,0.00
23XRs4hcUYPGvc5ouSohXKAcNXhZp48i8hyFtMv3J8VR,BCqSJWiknwu9ojV64xoPzEggVZrwCvYMjYgoNySeLhRj,7490.83,0.00
8MLs3twYXdn7g9B8CT9EKUYchFWLHYJtsYQVgLtpQQp6,GGXQedsrW4WMh3MVJzwM7XhXKcMWczzYkbsg2Zx9fCaF,7479.75,0.00
4ecaXFeUVYZwwmrmc5BKCQLBuXT7nN9dv7Us4Wrn4eLB,4kqJMyeP2dsnYvya3dLawaSW1Mtz1JcdPXrDLTuZXiXU,7470.92,0.00
2KJzr7Rnj6BWxttFW3mX5BGewmobcrKawtMGWv5aYUpZ,BZy2qTeVsAQtQLQ8Ywrb4yQnjWYZ1NWv3hMDGGo5LLfP,7466.38,0.00
AdQZJ8xvXQqnhvLEQtRwPPgfVSaxQKCJm3LHjs6Pw3Kv,CBy6oGSXMc9NZkQpWT57qT9S6Nk1zBAZBRRpavmju1fj,7446.82,0.00
7UguPBsymiLtu3u2SqmR1qWDdcTtbc9aUpdiJrD4FPyS,HpvcznSU7XawYBMEXQ933479Z1ESwNaWjBZqAdDdnRzS,7418.79,0.00
56z2NmFcoZXsKqct8RjnL8vY9totPm7tqMZ7cfLBUdFU,5tgV5rMeeUZKUXgULDQPdiRVX55mGxeqG6FQiNcB6Zt7,7416.63,0.00
CF7xAP7rbay75csHUx3dUbwvUDaCRDZmVsS7yqrBHYpW,D4MgV4sgq7duk3st3YkFZmGfaL4xmPFqrvb6MLYnfMRp,7409.90,0.00
BUZ7Lc1T3cC5cUAaNinqGuShxcR9Z7kVer4hqpLFrtSk,FVBhxQn3eRn5UrVD4yK2sKustLx27CZeMSX6JWMncP1a,7404.53,0.00
3BkejdjrqZnUxrhmzbBJjEayW9YkeA6T7uRom4FSnFn3,4Sdiut9jLnurqZNwGjz6HXYtiywd7uifY4G1uv67ac2h,7403.42,0.00
GM6ftnC2KKou11smDVeHXTXbYGq3ur86RS9PMEBfpwW4,6VUao3BLB746rABdrP5EWzR4PVYnzG5BuHht3VBvPrvR,7390.57,0.00
2Yda1NiL7zqjfCzL4amUYssFaB55KNDQMGtDnXrEaucG,3N8SwDDu5oiWRrUNX9FFqgqxWixdAzWiY2pYPRju22tZ,7388.35,0.00
45ADcnEoJHRWQxHJ7gWr4xqDtAemvrM6DszrsLkZaPa9,HVQDQxq6g1GJYe4SQh5Mfyy9WqtLwzbMnNsFYHEDg7pb,7350.93,0.00
FJJjFJtsz65anFe8aSgcfCPzC1eiRFvYN7sutCwd6sgg,6Dh7Wnfha7RVA1eGMXs9kX9BAVqEmNEDqK9ZpWN5JhR5,7330.93,0.00
AU535kDPPppQdDw6YoKZLFXkQM35viKeNfJcHKtAycyg,GLEbpdy2YqocZcg6eGfQm1k5cahZkY5gshq8sBCjPXBq,7326.00,0.00
BmoYiZsBWXXVHvMdpTJx3NyGizJbeSkxmN7DHH9i2ZJE,BmoYiZsBWXXVHvMdpTJx3NyGizJbeSkxmN7DHH9i2ZJE,7325.07,0.00
9hsTdoj4phqVmABC59KC3oLPgPSTxn2sB5bcEbhUGq2S,3sSy533QvBymNCxH2cV6DE7tLHYMcSL4g56TwFwyURgS,7286.54,0.00
CsVdJ8WH8Q9eHSTRpwtwN3TYApm24QnLKYUMNxJ3DaED,3KoB24is3WbwPMmZTV2GjKszcyucVVW2zhpfGFG1AKWs,7279.54,0.00
5ovD3s5Dc5XehWbgKGHueVctSrEcY4hfo6GvSXVTnekc,4f4i5cKGSLfGtPD7sgyRUo9mUYAhwv9EPsMJJ1hx6kuF,7277.22,0.00
6etHQBLZF2omnF8pZqJbNcwHzVPJSY8WUQr6Ei5YGnfG,8yMePNobktbP66DC3Enwy2TP3abCDSnr14oFNVnbFEUM,7276.57,0.00
6Y3q2MSioot9ZxUfzo8gkEhy8yGyLfKEUjuKWAuGGxtn,9nKSh4zqLVpKSPfLzYTPytAiGK7xczMRxxNr1Y1a3TTV,7226.71,0.00
Gqa1sMtpH88U4HTSxcfvRCkdUNG4kWNJeuBE3568zmmU,ERL5m2T6HRgZ1kLz7DT3P6e7JK6EyNSJfwhSfNgKfSWV,7209.31,0.00
Ctt45GVxt9DnSD3HNKU8gspduGoG3YeQNQe7wH1EyzGp,Fd4yAZPNEyoYeza8AP7NGBrgdaCmE7Gy1oqtoq6XNKVZ,7194.14,0.00
FYPzp13VW5LA5BFCUDzQJdNVs5sCH64MwbFSGMgd7GSk,7V1oa2AoMwyG7fbpeecNquFko2wQhy8Y7UxxFsWh7bXA,7176.29,0.00
895sVwCfGFRPDGjehR6WhfqS9ZrNHcvCWXaJHg7WEqUi,59pdhJfqb3YNzzAgdCeRBYSwdYwAUvgqRUK8kxovZCda,7173.10,0.00
4PcijnTqpRpSb7DcL2czPNXqDLwPCx5AmeCFXytb8B43,2FK5AAmHNX4TLXh2t15AuherzJuvjzb7kUosofHdJ1Xd,7141.33,0.00
4xr7pLyaERYSk9MmzFQEZQG6kuxwD361o6UtNcsfAaig,8isdV3UfYDVJRLKqiNouaTqEgAtHgr2RD3Wpbvqsm7r9,7137.23,0.00
BezWJA1cYMAtqvdoQjmeNhB5UybvDW4A79nwsHAu4HLJ,8ZmitQvdaoxs3ps9kLBF6C9ZqBuxXCteheWGrC1bT1wA,7126.14,0.00
GXXAjyPpWJj611iTeWwB9bzBRGwn5ssJtZCZLrqGFR8S,GckfuSGwbs4eHDFoKRZ66ZwH6Vaf63UE86DJ6hfZGUmZ,7115.74,0.00
54QDJyL2C9zA2H1uDBzHUxsK7TJN4994S9SzoEgM5y1c,EkmjELPdty13g7koMjTjBR5hNE9TYgRyVWXDwFhokXJp,7109.52,0.00
6uhoD3afmQcmaVB3pSJvXWUC6qz45NWgP4MwUPLdDhMf,3sRciEdFPT21GkpbxYhiGMvqyXj5w4bMNb2Jxe48bf8F,7100.08,0.00
EbzVR5BgDUuBKFYVctjm8HH5ib8H35MExoKXJLcssixv,ArBbdEY7Twptcq75J1XJc9uNvo9KnG3D2DdKyCgqRgfe,7081.61,0.00
r5yjXUTfiJW6hGtCBAop8QuEHFDT4Q6UxUjX7fow9mr,AQa5QgQXm8hiEDvAkNkPaUnJxGmxHnDUxB4fZM1hdLwc,7075.63,0.00
2Ceg6axfvup1aWU9epsKCBtMUBkV7rHz3aQUtyvQomNA,BGtU4qAPdBzgTSnLrSNihg6rKDCsXafETrZ8p6rd24TJ,7029.82,0.00
23uY51NjFECXSsjCx8XWYsFgzWNLGqLEm3nUu67xKJ5t,EGU1soFnPoejJFmNQdTbPgnzuQtkPXgCuHYdg8CuVtJ2,7019.48,0.00
8eGpW1peUbhjP5PhYQ1fQbUhTAczdN3Cc7LFo4oEa94T,3Ehp3bHf3DTtPThpzWts2ibZ19Qe9XxCnhEnC4X3UwpJ,7012.83,0.00
FyaoHLq5T9pdDnsp3J7emfCfLhZcUVPPYFryH6teqD7i,EsWdZDr4XheHisjHF4xsFXaB2XJ5HrFJsDJLhsZJ926S,7000.66,0.00
EM5TWUJqBTSxG2hp7PjBuY59qactXsikjYu1RVTmUQSt,DpQG8b1w2CXRm8zGWUjrqrrDEwxMYcoSWCZshgNnqWsR,6989.00,0.00
AXXFmnzPvKrxRwNGMAEofgtR7C4YhDu9XG59NADpsna2,7u7EgM8EDxx381FEZ9PXXb7UYVdMu5noKtavcTYow997,6988.39,0.00
6ynQjtRCcPhDzpAUJoiiMrvLoemTKRzyALjMZaJNkXrG,8zzrfdz6ZPCvtMdb3PTNnRTVJPrAzGCDF7kgDkpJxwHp,6963.54,0.00
DH2SBuEwpin5rVr6yKMahGdHMvd9qdwRnHHQDRJe733R,DcXwM784SKFummK4j4cCmYgqkN5zaDUdyAsRSksLz3yb,6950.15,0.00
DUwSEsca7gTQDa3vQuefksKQ4ZMtRJTPW1NdMkM4ySqq,nu3a8EzBmsVDhg8L7kfynUjHZjNfyAtjzsXUWA7mbF5,6934.71,0.00
uy2rPrMQbQB1EVZGhNcwvkDaKFhVyGpozBqzpecyrUK,HYoaB58qATmBEM7HWVZTYCoADHk7sUJ3UjPwRgYcmJG9,6923.76,0.00
Eueeb9FKXpk7duw7jKeYm1NNWmTeFN7fGKYMmasY7C9x,3ujtPhETHkEUgmo59DQ5FjzW8QHZeVTaifqoyH1meCia,6900.00,0.00
BiAmSMEVfAz5Wnso75xLgs6KEuAjRPaH7oKgwkMa9EZP,4gZ57DbA9Tcbd9Cg2bwQbnP4Tfc3LJxgDTx8JbBjSFPs,6896.15,0.00
5kfyVYpzxi1eV4JpWMyvVWSo8424ETqa7BBGtphcT9Bz,6LQzDBSvh84gzXHga8LgJBvpfnUXDvEqfnGEkYipbMTk,6879.01,0.00
4fqLeiFFj97XDHxRornYgn23arUsRGoQeUunc4qoRHLJ,6m5ygX31RcD8HbnjwC9wqzBKWg9bX2RCfZ9nznQBiSuj,6866.80,0.00
47k46ebvYGopfWscHEzjPNKPBN5gMS6gRYxAdKm3V48T,2P7eb36cWV2GnfW8HHqfSTwqBs7DATbiArgj7C7FfJJ2,6781.40,0.00
9aiqyEUmwb63yUjwPHwY4jR68Pj5QsCQBGhYWRJEwXZA,Bdb5HCHGx9ZFDHLnYhbpidmr7tgk4SAvVGnDNC79dnFZ,6778.84,0.00
9Z2Yn27SJJtw3mHKQPRyS6pQx8w4x5Kp55WtXPpUJ5iC,2H1yZALQQSKB4f3L7rg6naKeidDAqvsgbL567pdAUSyt,6743.66,0.00
FpwQQhQQoEaVu3WU2qZMfF1hx48YyfwsLoRgXG83E99Q,BWJgzekWZUKBS5fB1EEsPBDGoKSKQSdmwbtbbLcnivQ4,6726.93,0.00
3ZKYesFGfjxy3b1dbHKCbtBUNaXn75HF7Fe4YJoFVd4u,4tt7tEF2oacytoT8BbbwCLotgum8vsCt1Z1gDcX2nxpE,6708.00,0.00
c6DYeLyzuMrZ5aYWjXzy37SbQrujwhGsY12PyUU3Z6x,7RXvXiN3HmrP1YRk7KKMoxVXvvUn2bLgfDP4sERp5R8J,6660.19,0.00
3h7tCe61gqf8tbfamiDM2neGRv2MS3iHxzAA7RpNpVBj,BeSF4h5SZcRzPqY6dNEHF86xo4wE96BC6JkD8CX2SdN6,6659.48,0.00
YubFizptp3MXUAtZmqkRS9DyCkMeZaVwiaRCGBTxayo,2LasdqQK4N1Xx7ZY9pas6yNQxw19izDgJk9sSUgXhF14,6658.73,0.00
54VFwos52DBsGZcZcFeasBcipjkcM8MNNQZRZyMRdLR6,72HN1jsE9JdkNSwoGFfFC9tXpXY9RyFwdh6jF3TzddtY,6639.00,0.00
CCseVE1rqKbpBYa8VH9Yjw6tsoSZt6YE8pktUz5XNFMi,BzsyPgfRrrUBN3611b8cqnjYVbTvqmXG8rc2su5v1mgZ,6631.07,0.00
3kVEnHFmvcuSm6K8U4MyvhNGAt23xrHsUU38JPnCp6ic,E8jcoKGtn8AfAcm26BjrErSyEcaPUhgYcSAS5FBrxKT2,6617.75,0.00
4AKVZYuvEyuzYuaYastCKBTi8ZGbt1mkEEMwofKGHTZy,4nVc8gmatgH2fBgcFgJe8Tzjf75c6AaucfBqh79Ci6v1,6613.13,0.00
CsuVedRDiV6vNwrFL2v5PRejLKiJkX19mgSuxqy4msvJ,GuuZT9BkZt2EgucJUWut2sA2ajM6CA3thyZomusHuBEH,6599.99,0.00
56jskddqA9sDKGEWVZWBDVJaMpQ2GWGtq22Ny7qdP9rL,BuaUpkQQJQTdHMW1S7pVrGkCkZ3CLTGSDWPogNQQsE3G,6584.74,0.00
gyYu2chvSQ9RyWKF1kDsXNMWpm8jGJVpX4jVVv991VC,5Zt8TqdZ4RbFri3WsoKeiMTaLXr7Rmit6iXvGLVLxzEV,6558.49,0.00
5irJBonTTeEeSAPKGtvz3jDf944ZEjFfsN5TYN9Bhaxf,72iCMwPXhihkGSApxELnFFvwrdb6DSoHgWVE1FeeZZD5,6556.57,0.00
8zkaY4q3RJzWAj6hHkEgGLK1YgiNa7KBGqvxMSXMQ8LC,6DiySntP7rB64KHeRfizKxWzdWtmDDUw2hG7Gy8SGpSX,6541.62,0.00
41CSm1WNQVoNdKJ22E5z3HFzyyMcizhfBKxX19QKLeDS,PKK7kBqcCrWc6axZPeQFzYMAjRJsGz8JU77FXkvfgp8,6518.91,0.00
8gZogajCFHZ9xcN1T864JhjC1gZLKngkLMHFGTZJKPZp,HCuKVzSML8QQTva6piHqG96JRjvTZkGYukDYqUAAKrtN,6510.20,0.00
CArtPLGgfSHie1dFWuh3qJV2gPZGawuLshLjB3RRXnF9,EFKeE1YT7YA7SrUjLCj1GUhdrAFcNjxfj866Ut9dhEmA,6408.84,0.00
S7jiApXVrSHSe4GySfYqaZUE5CcAsmaMh58TUvMaQou,Hj7Rko3bUFsYCXjd5RfdYvqLNcdk9RvJenXJGAUpTvYN,6401.95,0.00
GsCY6n5RY7v3qcDAzGYcDShNzthngVs4So4b5nmVuqSN,7cCigStEoRXrjsA5UygDPvduHiBtj1adx3EaEgsv6auC,6401.54,0.00
By1uRMsAEwqkAPgjuyYbchtj4BmrpSK7qFb7dNT8Hrra,6paviFPH28oc8cDWEFgApGuzackCZBYwujfupGJTK57M,6379.08,0.00
8Fh5xyULgq4W1LbnGWHhCm1bJjGaJbQePfDJKE4yvQbj,Du8Pg3xMPZ5THWgpSdGcaC25x3XMi39jKN3SDE5MijVY,6298.97,0.00
3aF4ZmvcPWvaFJhg1RZnJpDKMdJQphASNpPEJ5pB3Jvd,6H6ExBaFuU8HES8SEHYDzevVJLtv6L79N5a9D2NfCKDm,6255.98,0.00
6EAo85U5GVkbU11CufM7aWmmjGjfY2ANGwkzpc3BbXQY,12oXLD6LmcvDYTxHsBhma3Fzp4XX6ARYe1QagD6P1V2q,6210.08,0.00
AfBiGofUe8o92JSzy815LNhU7rA1DzKt3sxJ4uweNyv8,4L322RNjJBZX443kWXcmCu42Hdpwi6v6gXwVM1ttM63N,6207.04,0.00
351QW58GBRN31mmQeih9wP7eNhZ89FQeGBMpTUd13fxw,3Gk8ukysPaixENbkUw1rnwvS8h2cC4uk3xakVRxqcRvH,6201.09,0.00
Gb6jp6aMa5k6T21J394D2ydtb64zTirCaSbPEk9FCGQD,9xUZQcAdHN8zvCicpLt2uDvay18qv6V3BPan2hbo2gU,6189.52,0.00
5i7YA1NQW34e3aJQG7XneBRY1VnpHNF7zyJcNhMKyBgJ,Fgja9ti2t4ezemzuUkBs52RBtrxYg2GrjNybVdK9GPx1,6188.13,0.00
H4gyBRT2RUa2X86C1tmb6QHgWHd2hu8jFe82cdbKoUPr,DYMsX3TQyoGGy5yVuwTvPK4kUAtVMkxgnwKRFvaSAuQ9,6184.85,0.00
8hxgGSLpPUcFU22VQvd3H2xkzgzFmVxSjcA5iwgaKTJF,87BxGHkx9F6SEss8EJFwQtdgHqzFSxWDFvrujsafLw4X,6140.00,0.00
3bP8QZ7giVFHVddqoHD17VhoR99oNTPwu5yZE3kn28ar,CxNbkMwBK4sgttq1QusvLVWfpT2ZZ2RS53pMnkQuWhiD,6107.63,0.00
DGYyDPp5Gm9cwQLdEPU1TxMHgpdvumM4MM9utUoCdrgM,BHqzHP7XHnk3iyphwtVkL1CMfjGbDCxQWS5rJd2ZETvY,6061.56,0.00
G6KtHA5ZAbrpz1qCtB5HbCVXhkmJxy7Sq6iCNQreFNRi,26cxfwkF8uUkCEEXxZhEh8UgdLFxWC89j8JGiaxk3hz4,6049.91,0.00
GTxz16WYWxHt6eS1rVpbmuha56fMjsWEYVC4sypUX8qb,HXRXEibMDEDJUvohoTEodESmfRUJW6UgCKgQNzjtcK7G,6038.54,0.00
DVoATqaFVS98WwbGAYvBxUAX88bWTrW9Ej2mgFJ8Gm64,J2thEuj1PtxG8Q9gvFjzPrZavYNRZrhXdnqweWxNcmUU,6036.92,0.00
8Qiy6x2xNxaPLzGqM3W2ZdZvkYhTZCojsWQD1Jr56Vvp,96n8V7mmycs1fKHL9DwirD5p4rmaqZGoPUsLozw86SPw,6000.50,0.00
DdCZANgNoF5xyfQwy2txsvHZAnFYenpHVVJRvKREdSrx,FmEMyxFASzDyADXycG8CCTrNB1AMSdoigog3SixNzMNb,6000.00,0.00
cVWsS5GzmqwjzG2n1SM3qdiRctMnYECTJMQxkgEibJk,4psZqjqgwJaMjB3mmTPHeJujPJr9cCceZZ2We6VKLDfh,5991.42,0.00
HyZHuRXejPDXqwfon1UkHJeE1oGwVu5G825vwjYDdt2g,5PEBsd22fw6AhKaLDnauyybuNiBosfuB3Vu6DxEAiWfx,5963.54,0.00
iHtkQ53bi1eKvdvLphzrM11mB4E53bQ2gSjYboKu2GW,DoWcDfpuZisKaz6pPQBdE4MHfEtfT8yp8kUwgVWSFmM2,5946.43,0.00
F4qzoTiHXm2zLKLJdUZfrpKH7q3zk7dVzgjCoeg8rbTV,3djJ3HxrXx3VJhtS8tTD1176Btdxfzk8MCXqS4Lnkyzc,5945.71,0.00
EmSfAzZSyp3t4BK4yq4uevoTkE3ttXLDimiTdb55HUTM,DqBmLB3aZRrhokbmKrVc8sH5uSasD62jUQMzfBLF7nis,5943.63,0.00
AJvRgZ6MZv6RuvBU1NVFRpQPus7iwr7TybYcVLJpWA3H,Cp5JVy5zotBA89QxmHhbRqb2i3RoX28YqYTVJJcVwtZe,5935.99,0.00
BmA1vwrhziUBMUdqN6CpJJ1NcP5eNhwfgnwkXdxcxHj3,8YYLK2Eom8iuUabLdhfMdgeWFQ9QSC7AMrbbs8S9vYVq,5929.37,0.00
GtrAToUyq7KjzTmUS3jv5iVTwrmcffAfArrV7yCknQQ9,BpbepppVAV3z7q2FfNmi53nGqqTDQutokjRbAvyqVNer,5923.38,0.00
6DinK5wUtPn97TBhjM1bnT1oUN8GeZYcYUAQ8AFwGmeo,E2awZpFsLsSCsLVfGodesTWN4LjuNADXLyTHkAmS7CVp,5921.73,0.00
6xDbqr5ijWgQqLPG9QBkzL2NC1wTkgMw1uHEPLV5mzCV,7NPLw5Hp96MC5q4aNNkgRRGP8bhDeuEWRPjFrUvFXwRN,5889.85,0.00
G6Aw42aWihCy9BQjBj56bjQ4jqcdw9Ge9kDUTYQ5TNp4,7fvc1UWteWb7mnbYoriupMiC4WEDvYRvZJMX1FxtQBdh,5882.68,0.00
F8PwKSb537L2CnsmmriTLRG2Rb6SJ9HYxdmoGFS8D9cz,CLhq2DTCBwhWApUkNR5NGTVQoGDGwzPVLMdT6T6aktjW,5865.45,0.00
6KX9iiLFBcwfjq3uMqeeMukaMZt5rQYTsbZZTnxbzsz6,79mhWQ3ppuBeVNikPoazsCorSiUZEAg3H7dgkdqzVU8x,5842.12,0.00
8fVqLHJhYpu1M9zGpt4VhhQTxbNpzq7DsUmb5CeMioHt,EULcELF2w9ESSPD9yBt9RJoVL21LAFTzBfPb7H862yt1,5836.03,0.00
J3e5WNXTnZKVS7qz7SH3qwNPhdE9h52tNKNCMhUHoLf,Fn7cc1Z3SfNbdYbBQqLsR7981jSfcmFT1A8VxqYmgteF,5818.25,0.00
9nhu6V42pA8fy9RV1kJ73w5wxd8j8NFmUUexVZBSxFZT,DgwSuNGSP8CfWph3ZZXNumMQED4aZDsF7Nhx9Qw3hxBp,5793.72,0.00
3oZJxqrG8s6KGfCKnmcyM9GtaXFrsnXYzJcaaexGccBu,3oZJxqrG8s6KGfCKnmcyM9GtaXFrsnXYzJcaaexGccBu,5778.48,0.00
Fb6MQiQkWgWgJsUFqjLcP1oHFP8LpcK1uK1kKwWfKtBX,AWeoUyNWyaq9tdFwM9E2DX4pr7wmrSpaC4BwyinfkYgE,5743.00,0.00
GETy37Zt9mjMCeALtFSEE7hvpc1YC5mtbbfEgp7fXowy,Gouy9Q53VhFtuz88aEqKDq5UgErwR9uN33nJrorymrL5,5708.19,0.00
A4yPPHqmRiZSiykhMMQD64LeMKJD5fvDXnzcNeVpqmec,Fq8XWWZJHNXVEDfZgEGgCcBkktKdYBJuoFhka1P7Tm1T,5671.57,0.00
D3ZwkcTkLkYNXrfFemUgKdz6g9WqYzTZYWo37tL4V9cB,6hN4tZEV6znWB9ojkoo2qrU9PeCQNd7QxancAhATJC2f,5671.44,0.00
78jqxMauEA58o2iLdWpN1YizVmBNy8tZxNGXiK9NE8iP,BsygZc4NiRvncFBWFFmggiBj5rmmmdU1YJKoS2mNRsAd,5660.53,0.00
7jZEiVuEuXZGZJTbGmKKD6tb3SUhdPSC7xqf6Pfc4Mgz,FuGp9rRv5X15vKv52xcWpfeGnCkLXao7SQp4xXTRFrEM,5658.50,0.00
EvpjvTJ7LKNnm3s57Z8edA6cgdquBADJRrJwcKcgHks4,AkCAFfPHUUL89PYHsvYccNt9JpK3rsFmDF9CnJC16xRo,5650.00,0.00
